"ogs"	"Z_sum"	"w_sum"	"num_sig"	"Z_meta"	"p_meta"	"qval"	"annot"
"ko:K05592"	-7.23916261023091	3	2	-4.17953248172429	2.92108996849731e-05	0.0760067609802999	"deaD, cshA; ATP-dependent RNA helicase DeaD [EC:3.6.4.13]"
"ko:K18889"	-7.15706801201313	3	2	-4.13213514334424	3.59408991016525e-05	0.0931228695723815	"mdlA, smdA; ATP-binding cassette, subfamily B, multidrug efflux pump"
"ko:K07507"	-8.24449549806385	4	3	-4.12224774903193	3.75193363329517e-05	0.0970250037570131	"mgtC; putative Mg2+ transporter-C (MgtC) family protein"
"ko:K01739"	-7.13003741533153	3	2	-4.11652902107376	3.84620918877786e-05	0.09938604543802	"metB; cystathionine gamma-synthase [EC:2.5.1.48]"
"ko:K10193"	-6.9381046565339	3	2	-4.00571659111565	6.18297478901739e-05	0.158036835607285	"togM; oligogalacturonide transport system permease protein"
"ko:K02113"	-6.88513161285693	3	2	-3.97513259008895	7.03400571708687e-05	0.17894510544269	"ATPF1D, atpH; F-type H+-transporting ATPase subunit delta"
"ko:K10117"	-6.83388004261714	3	1	-3.94554248221462	7.96195136149905e-05	1	"msmE; raffinose/stachyose/melibiose transport system substrate-binding protein"
"ko:K16087"	-7.87283546577073	4	2	-3.93641773288536	8.27069548300176e-05	0.208338819216814	"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein"
"ko:K18890"	-6.79676480638857	3	1	-3.92411399058702	8.70495131350006e-05	1	"mdlB, smdB; ATP-binding cassette, subfamily B, multidrug efflux pump"
"ko:K02071"	-6.79450495340572	3	1	-3.92280926385904	8.75224388243126e-05	1	"metN; D-methionine transport system ATP-binding protein"
"ko:K00097"	-6.65731798001782	3	2	-3.84360432784422	0.000121240423421409	0.301888654319308	"pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]"
"ko:K16328"	-7.54758835996989	4	2	-3.77379417998495	0.000160783423473742	0.397135055980143	"psuK; pseudouridine kinase [EC:2.7.1.83]"
"ko:K13643"	-6.51828489557486	3	2	-3.76333353911482	0.000167663343736353	0.413457805653846	"iscR; Rrf2 family transcriptional regulator, iron-sulfur cluster assembly transcription factor"
"ko:K00626"	-6.48896217300817	3	3	-3.74640405734757	0.000179387567245247	0.441472802990553	"ACAT, atoB; acetyl-CoA C-acetyltransferase [EC:2.3.1.9]"
"ko:K22043"	-6.44723514826955	3	2	-3.72231294838224	0.000197406140744138	0.483645044823137	"czrA; ArsR family transcriptional regulator, zinc-responsive transcriptional repressor"
"ko:K16960"	-6.40889125662583	3	2	-3.70017509221996	0.000215450763687655	0.525268961870503	"tcyN; L-cystine transport system ATP-binding protein [EC:7.4.2.1]"
"ko:K01752"	-6.38556134800304	3	2	-3.68670556319643	0.000227175945082018	0.552264722494385	"E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase [EC:4.3.1.17]"
"ko:K10118"	-6.34872339536697	3	1	-3.66543716132559	0.00024691643636221	1	"msmF; raffinose/stachyose/melibiose transport system permease protein"
"ko:K14161"	-7.32860763438496	4	2	-3.66430381719248	0.000248012252494845	0.600685675542515	"imuB; protein ImuB"
"ko:K02021"	-6.32363874497394	3	2	-3.65095453166865	0.000261267494667405	0.63122226711645	"ABC.MR; putative ABC transport system ATP-binding protein"
"ko:K02072"	-6.25650406546328	3	2	-3.61219430638121	0.000303616923579074	0.730805935054831	"metI; D-methionine transport system permease protein"
"ko:K01715"	-6.24288684731222	3	3	-3.60433240181609	0.000312956319308759	0.750782210021712	"crt; enoyl-CoA hydratase [EC:4.2.1.17]"
"ko:K08884"	-6.21421260027271	3	1	-3.58777731756901	0.000333508933786671	1	"K08884; serine/threonine protein kinase, bacterial [EC:2.7.11.1]"
"ko:K02058"	-6.17514047843331	3	2	-3.56521901750723	0.000363552466554231	0.866345527798732	"ABC.SS.S; simple sugar transport system substrate-binding protein"
"ko:K03282"	-7.00718308795206	4	3	-3.50359154397603	0.000459028849442102	1	"mscL; large conductance mechanosensitive channel"
"ko:K21470"	-6.91398011109874	4	2	-3.45699005554937	0.000546245006464207	1	"ycbB; L,D-transpeptidase YcbB"
"ko:K03649"	-5.88478606890441	3	1	-3.39758282100532	0.000679840059777882	1	"mug; double-stranded uracil-DNA glycosylase [EC:3.2.2.28]"
"ko:K10010"	-5.88002734779699	3	1	-3.39483537209295	0.000686698787345171	1	"tcyC, yecC; L-cystine transport system ATP-binding protein [EC:7.4.2.1]"
"ko:K03785"	-5.87546086960525	3	2	-3.39219891467971	0.000693340858248192	1	"aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]"
"ko:K02073"	-5.86886699832894	3	1	-3.38839194132332	0.000703037243849973	1	"metQ; D-methionine transport system substrate-binding protein"
"ko:K10009"	-5.73433609018645	3	1	-3.31072048529293	0.000930561097430546	1	"tcyB, yecS; L-cystine transport system permease protein"
"ko:K22306"	-6.50575677125948	4	3	-3.25287838562974	0.00114242380062875	1	"gpgP; glucosyl-3-phosphoglycerate phosphatase [EC:3.1.3.85]"
"ko:K11104"	-5.59225869150802	3	2	-3.22869206092018	0.00124357723082571	1	"melB; melibiose permease"
"ko:K22026"	-5.44823947370532	3	2	-3.14554252675331	0.00165779091378248	1	"K22026; nucleoside kinase [EC:2.7.1.73 2.7.1.213 2.7.1.-]"
"ko:K00926"	-5.42874235209775	3	2	-3.13428585834476	0.00172272942434899	1	"arcC; carbamate kinase [EC:2.7.2.2]"
"ko:K10823"	-5.39033305272818	3	2	-3.11211023901435	0.00185755119959841	1	"oppF; oligopeptide transport system ATP-binding protein"
"ko:K02424"	-5.35368988200503	3	1	-3.09095429453338	0.00199514342049973	1	"fliY, tcyA; L-cystine transport system substrate-binding protein"
"ko:K16209"	-5.33877820238462	3	2	-3.08234503229046	0.00205376634468164	1	"lacS, galP, rafP; lactose/raffinose/galactose permease"
"ko:K13277"	-5.31960591514147	3	1	-3.07127590708965	0.00213146092756191	1	"epr; minor extracellular protease Epr [EC:3.4.21.-]"
"ko:K01450"	-5.31522057465881	3	2	-3.0687440295815	0.00214960686493403	1	NA
"ko:K00856"	-5.31037809342292	3	2	-3.06594822173641	0.00216980886544516	1	"ADK, adoK; adenosine kinase [EC:2.7.1.20]"
"ko:K20866"	-6.11564791327189	4	3	-3.05782395663595	0.00222950510458698	1	"yihX; glucose-1-phosphatase [EC:3.1.3.10]"
"ko:K02014"	-5.2824305579636	3	1	-3.04981270461579	0.00228984117144315	1	"TC.FEV.OM; iron complex outermembrane recepter protein"
"ko:K07271"	-6.08789137721055	4	2	-3.04394568860528	0.00233497290142011	1	"licD; lipopolysaccharide cholinephosphotransferase [EC:2.7.8.-]"
"ko:K00091"	-6.07347343287406	4	2	-3.03673671643703	0.00239154245103746	1	"E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]"
"ko:K05970"	-5.20495146453807	3	1	-3.00508012916999	0.00265510892104769	1	"SIAE; sialate O-acetylesterase [EC:3.1.1.53]"
"ko:K07124"	-5.18648526094274	3	2	-2.99441866155332	0.00274968359041694	1	"K07124; uncharacterized protein"
"ko:K09809"	-5.98403109355727	4	2	-2.99201554677864	0.00277142148961284	1	"tagF; CDP-glycerol glycerophosphotransferase [EC:2.7.8.12]"
"ko:K16885"	-5.98300367490429	4	3	-2.99150183745215	0.00277608867547846	1	"qmoA; quinone-modifying oxidoreductase, subunit QmoA"
"ko:K03724"	-5.16934836682742	3	2	-2.98452467112277	0.00284019296417617	1	"lhr; ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.13 5.6.2.4]"
"ko:K09157"	-5.13083245157612	3	2	-2.96228749708434	0.00305362511739729	1	"K09157; uncharacterized protein"
"ko:K00965"	-5.91821807972492	4	2	-2.95910903986246	0.00308529911265971	1	"galT, GALT; UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
"ko:K03641"	-5.11353342377939	3	2	-2.95229989872918	0.00315416427407142	1	"tolB; TolB protein"
"ko:K03521"	-5.07594905291311	3	3	-2.93060055209221	0.0033830748625314	1	"fixA, etfB; electron transfer flavoprotein beta subunit"
"ko:K03604"	-5.05347188562408	3	1	-2.91762335350727	0.00352710108922328	1	"purR; LacI family transcriptional regulator, purine nucleotide synthesis repressor"
"ko:K00248"	-5.05001729218171	3	3	-2.91562884305337	0.00354972505791184	1	"ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]"
"ko:K02018"	-4.95179269700712	3	1	-2.85891884658829	0.00425087517751919	1	"modB; molybdate transport system permease protein"
"ko:K15496"	-4.95179269700712	3	1	-2.85891884658829	0.00425087517751919	1	"wtpB; molybdate/tungstate transport system permease protein"
"ko:K19689"	-4.94705233326519	3	1	-2.85618199630582	0.00428769280302148	1	"ampS, pepS, ampT; aminopeptidase [EC:3.4.11.-]"
"ko:K03522"	-4.93610789434969	3	3	-2.84986322155183	0.00437380336904092	1	"fixB, etfA; electron transfer flavoprotein alpha subunit"
"ko:K06155"	-4.89242851441515	3	1	-2.82464491978859	0.00473330380431349	1	"gntT; Gnt-I system high-affinity gluconate transporter"
"ko:K06157"	-4.89242851441515	3	1	-2.82464491978859	0.00473330380431349	1	"idnT; Gnt-II system L-idonate transporter"
"ko:K20344"	-4.86914796552361	3	2	-2.81120388861917	0.00493564983477386	1	"blpA, lagD; ATP-binding cassette, subfamily C, bacteriocin exporter"
"ko:K12152"	-4.86141006502447	3	3	-2.80673640968303	0.00500461746449335	1	"nudJ; phosphatase NudJ [EC:3.6.1.-]"
"ko:K00847"	-4.85445865342699	3	1	-2.80272301032598	0.0050673169200191	1	"E2.7.1.4, scrK; fructokinase [EC:2.7.1.4]"
"ko:K01258"	-4.85338364602627	3	2	-2.8021023545138	0.00507707628189437	1	"pepT; tripeptide aminopeptidase [EC:3.4.11.4]"
"ko:K11626"	-4.83585712164318	3	1	-2.79198341094326	0.00523860417841847	1	"glnT; putative sodium/glutamine symporter"
"ko:K14187"	-5.53550178910234	4	3	-2.76775089455117	0.00564445806668496	1	"tyrA; chorismate mutase / prephenate dehydrogenase [EC:5.4.99.5 1.3.1.12]"
"ko:K01809"	-4.69683834895404	3	1	-2.71172088510877	0.00669349282602093	1	"manA, MPI; mannose-6-phosphate isomerase [EC:5.3.1.8]"
"ko:K02803"	-4.69580128869496	3	2	-2.71112213808903	0.0067055920898079	1	"nagEb; N-acetylglucosamine PTS system EIIB component [EC:2.7.1.193]"
"ko:K02804"	-4.69580128869496	3	2	-2.71112213808903	0.0067055920898079	1	"nagE; N-acetylglucosamine PTS system EIICBA or EIICB component [EC:2.7.1.193]"
"ko:K07012"	-5.41037924008686	4	1	-2.70518962004343	0.00682654095244472	1	"cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 5.6.2.4]"
"ko:K07319"	-5.36541668457998	4	1	-2.68270834228999	0.00730286481067893	1	"yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"ko:K01524"	-5.32866457120552	4	3	-2.66433228560276	0.00771413218020072	1	"ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]"
"ko:K02103"	-4.5885587939426	3	1	-2.64920565487518	0.00806812188133622	1	"araR; GntR family transcriptional regulator, arabinose operon transcriptional repressor"
"ko:K03929"	-5.2976198625257	4	1	-2.64880993126285	0.00807757461108099	1	"pnbA; para-nitrobenzyl esterase [EC:3.1.1.-]"
"ko:K03556"	-4.56699199636218	3	0	-2.63675405848657	0.00837034941875698	1	"malT; LuxR family transcriptional regulator, maltose regulon positive regulatory protein"
"ko:K12999"	-4.51895422095569	3	1	-2.60901943592436	0.00908020848572601	1	"rgpI; glucosyltransferase [EC:2.4.1.-]"
"ko:K11686"	-4.50978878763473	3	1	-2.60372777052927	0.00922159707068206	1	"racA; chromosome-anchoring protein RacA"
"ko:K11050"	-4.50771068780391	3	1	-2.60252797903254	0.00925392639511482	1	"cylA; multidrug/hemolysin transport system ATP-binding protein"
"ko:K13280"	-5.1953624476935	4	3	-2.59768122384675	0.00938555798603655	1	"SEC11, sipW; signal peptidase I [EC:3.4.21.89]"
"ko:K21963"	-4.49422472216968	3	1	-2.59474185314334	0.00946619875406971	1	"ecpR, matA; LuxR family transcriptional regulator, Mat/Ecp fimbriae transcriptional regulator"
"ko:K01154"	-5.18523542026959	4	0	-2.59261771013479	0.00952485804813526	1	"hsdS; type I restriction enzyme, S subunit [EC:3.1.21.3]"
"ko:K01486"	-4.47746997180961	3	3	-2.58506849351274	0.0097359654384481	1	"ade; adenine deaminase [EC:3.5.4.2]"
"ko:K22024"	-4.44194367589966	3	2	-2.56455737700582	0.0103307497205994	1	"pdxA2; 4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]"
"ko:K03635"	-4.43751941464622	3	2	-2.56200302858018	0.0104070410972966	1	"MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]"
"ko:K03831"	-4.43751941464622	3	2	-2.56200302858018	0.0104070410972966	1	"mogA; molybdopterin adenylyltransferase [EC:2.7.7.75]"
"ko:K17063"	-4.43407004832579	3	1	-2.56001153600655	0.0104668688765768	1	"bgtA; arginine/lysine/histidine/glutamine transport system ATP-binding protein [EC:7.4.2.1]"
"ko:K09680"	-4.35760252662502	3	2	-2.51586299176835	0.0118741331991979	1	"PANK1_2_3, CAB1, coaW; type II pantothenate kinase [EC:2.7.1.33]"
"ko:K13818"	-4.35598039946677	3	1	-2.51492645621687	0.011905721632427	1	"mobAB; molybdopterin-guanine dinucleotide biosynthesis protein [EC:2.7.7.77]"
"ko:K03327"	-4.31799896765694	3	1	-2.49299786633726	0.0126669607429561	1	"TC.MATE, SLC47A, norM, mdtK, dinF; multidrug resistance protein, MATE family"
"ko:K07301"	-4.94146844020507	4	4	-2.47073422010254	0.0134835988876976	1	"yrbG; cation:H+ antiporter"
"ko:K02441"	-4.27184640144774	3	3	-2.46635166981259	0.0136497249115397	1	"glpG; rhomboid protease GlpG [EC:3.4.21.105]"
"ko:K02020"	-4.25403078794159	3	1	-2.45606582055903	0.0140467426929979	1	"modA; molybdate transport system substrate-binding protein"
"ko:K11624"	-4.24955427887734	3	1	-2.45348130684576	0.0141480892673588	1	"ydfI; two-component system, NarL family, response regulator YdfI"
"ko:K01181"	-4.87255375145112	4	3	-2.43627687572556	0.0148393211892897	1	"E3.2.1.8, xynA; endo-1,4-beta-xylanase [EC:3.2.1.8]"
"ko:K15912"	-4.19393723429121	3	1	-2.42137079118242	0.0154620967281508	1	"pglF; UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]"
"ko:K03299"	-4.17897545883949	3	2	-2.41273260609782	0.0158334307645012	1	"TC.GNTP; gluconate:H+ symporter, GntP family"
"ko:K07088"	-4.16950734590146	3	2	-2.40726618854433	0.0160724501933404	1	NA
"ko:K10824"	-4.16618456724662	3	1	-2.4053477813935	0.0161570814143107	1	"nikE, cntF; nickel transport system ATP-binding protein [EC:7.2.2.11]"
"ko:K03453"	-4.15642539506549	3	2	-2.39971332070766	0.0164079163634118	1	"TC.BASS; bile acid:Na+ symporter, BASS family"
"ko:K05338"	-4.79307243616912	4	4	-2.39653621808456	0.0165508577091395	1	"lrgA; holin-like protein"
"ko:K19157"	-4.77201280707529	4	2	-2.38600640353765	0.0170324544837141	1	"yafQ; mRNA interferase YafQ [EC:3.1.-.-]"
"ko:K17073"	-4.09765512454585	3	1	-2.3657822892028	0.0179920211385764	1	"lysX1; putative lysine transport system substrate-binding protein"
"ko:K17074"	-4.09765512454585	3	1	-2.3657822892028	0.0179920211385764	1	"lysX2; putative lysine transport system permease protein"
"ko:K10440"	-4.0792868124259	3	2	-2.35517733925578	0.0185138677733586	1	"rbsC; ribose transport system permease protein"
"ko:K15051"	-4.70415010479742	4	1	-2.35207505239871	0.018669007651137	1	"endA; DNA-entry nuclease"
"ko:K07862"	-4.06327185995445	3	2	-2.34593110213533	0.0189796155074118	1	"sstT; serine/threonine transporter"
"ko:K14645"	-4.6770944941355	4	1	-2.33854724706775	0.01935887771672	1	"K14645; serine protease [EC:3.4.21.-]"
"ko:K07166"	-4.0317102326998	3	2	-2.3277089881438	0.0199275615551018	1	"K07166; ACT domain-containing protein"
"ko:K16788"	-4.02871582293143	3	1	-2.32598016485797	0.0200196088601258	1	"niaX; niacin transporter"
"ko:K02777"	-4.01814778077698	3	1	-2.31987870287529	0.0203474399741816	1	"crr; sugar PTS system EIIA component [EC:2.7.1.-]"
"ko:K07694"	-3.9307144860654	3	1	-2.26939906663742	0.023244068903318	1	"vraR; two-component system, NarL family, vancomycin resistance associated response regulator VraR"
"ko:K03753"	-3.92864068066512	3	1	-2.26820175453132	0.0233169125745854	1	"mobB; molybdopterin-guanine dinucleotide biosynthesis adapter protein"
"ko:K02016"	-3.92423116271316	3	1	-2.26565591815476	0.0234724585112707	1	"ABC.FEV.S; iron complex transport system substrate-binding protein"
"ko:K18475"	-3.85935491224943	3	2	-2.22819959748551	0.0258672079102179	1	"fliB; lysine-N-methylase [EC:2.1.1.-]"
"ko:K18122"	-3.84891150565085	3	3	-2.22217009387457	0.0262718127152393	1	"cat2, abfT; 4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]"
"ko:K05996"	-3.84839496047338	3	2	-2.2218718663773	0.0262919661886808	1	"cpt; carboxypeptidase T [EC:3.4.17.18]"
"ko:K12251"	-3.84839418172516	3	1	-2.22187141676681	0.0262919965823244	1	"aguB; N-carbamoylputrescine amidase [EC:3.5.1.53]"
"ko:K02109"	-3.80840997802043	3	2	-2.19878652599455	0.0278931050221445	1	"ATPF0B, atpF; F-type H+-transporting ATPase subunit b"
"ko:K15011"	-3.80699869814594	3	1	-2.19797172317911	0.0279511210610632	1	"regB, regS, actS; two-component system, sensor histidine kinase RegB [EC:2.7.13.3]"
"ko:K07814"	-3.80537389330318	3	2	-2.19703364166577	0.028018043653491	1	"K07814; cyclic di-GMP phosphodiesterase [EC:3.1.4.-]"
"ko:K05919"	-4.37985761406968	4	2	-2.18992880703484	0.0285294004037959	1	"dfx; superoxide reductase [EC:1.15.1.2]"
"ko:K00239"	-3.79128652458014	3	3	-2.18890029554134	0.0286040875989055	1	"sdhA, frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]"
"ko:K01541"	-3.77995496291749	3	1	-2.18235801536507	0.0290831203720849	1	NA
"ko:K12950"	-3.77995496291749	3	1	-2.18235801536507	0.0290831203720849	1	"ctpC; manganese-transporting P-type ATPase C [EC:7.2.2.22]"
"ko:K01081"	-4.35706387005061	4	3	-2.1785319350253	0.0293664573546998	1	"E3.1.3.5; 5'-nucleotidase [EC:3.1.3.5]"
"ko:K00244"	-3.74647151614471	3	2	-2.16302633835741	0.0305391539027116	1	"frdA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]"
"ko:K03637"	-3.74425112648492	3	2	-2.16174439578963	0.030637883571683	1	"moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]"
"ko:K07027"	-3.68769388764994	3	1	-2.12909105872363	0.033246727383612	1	"K07027; glycosyltransferase 2 family protein"
"ko:K02115"	-3.61512768311367	3	2	-2.08719494100054	0.0368705166069317	1	"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma"
"ko:K00757"	-3.61079557422976	3	3	-2.08469379677026	0.0370971041024639	1	"udp, UPP; uridine phosphorylase [EC:2.4.2.3]"
"ko:K06044"	-3.57722191058156	3	1	-2.06531003302529	0.0388936748699863	1	"treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]"
"ko:K06902"	-3.55242294818024	3	1	-2.05099234540726	0.0402676921876419	1	"UMF1; MFS transporter, UMF1 family"
"ko:K06921"	-4.10015363991231	4	2	-2.05007681995615	0.0403569350001995	1	"K06921; uncharacterized protein"
"ko:K02438"	-3.54463037033663	3	1	-2.04649329849158	0.0407078611354642	1	"glgX; glycogen debranching enzyme [EC:3.2.1.196]"
"ko:K11051"	-3.53516332827034	3	1	-2.04102749920618	0.0412480938304002	1	"cylB; multidrug/hemolysin transport system permease protein"
"ko:K01679"	-3.4313908861401	3	2	-1.98111445180781	0.0475784399628509	1	"E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]"
"ko:K01308"	-3.42601707424734	3	1	-1.97801188006496	0.0479273664617098	1	"yqgT; g-D-glutamyl-meso-diaminopimelate peptidase [EC:3.4.19.11]"
"ko:K02802"	-3.41909611712715	3	1	-1.97401606360857	0.0483799164272635	1	NA
"ko:K20543"	-3.94297093670136	4	2	-1.97148546835068	0.0486683735519984	1	"bcsC; cellulose synthase operon protein C"
"ko:K02255"	-3.91857623893059	4	2	-1.9592881194653	0.0500790543058508	1	"ftnB; ferritin-like protein 2"
"ko:K03719"	-3.88305788786813	4	2	-1.94152894393407	0.0521941521827624	1	"lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein"
"ko:K22051"	-3.34450989556819	3	1	-1.93095368851366	0.0534887798236473	1	"mscM, bspA; miniconductance mechanosensitive channel"
"ko:K15773"	-3.32629002124952	3	1	-1.92043443917118	0.0548030469210372	1	"hipB; HTH-type transcriptional regulator / antitoxin HipB"
